Llave.Casilla,NOMBRE_ESTADO.x,iD_ESTADO.x,ID_DISTRITO.x,SECCION,ID_CASILLA,TIPO_CASILLA,EXT_CONTIGUA,Ausentismo2,Porcentaje_Sustituciones,porc_Rechazos,porc_NE,porc_Aptos,Casillas_x_CAE_escaladas,A1,B1,C1,Federal1,Concurrente1,Rural1,Urbana1,Mixta1,porc_m_mesas,porc_h_mesas,porc_sin_e_mesas,porc_prim_mesas,porc_sec_mesas,porc_bach_mesas,porc_lic_mesas,porc_esp_mesas,edad_min_escalada_X_edo,edad_max_escalada_X_edo,edad_promedio_escalada_X_edo,edad_rango_escalada_X_edo,ciudadanos_antemesas_escalada_X_edo,edad_min_escalada_Nacional,edad_max_escalada_Nacional,edad_promedio_escalada_Nacional,edad_rango_escalada_Nacional,ciudadanos_antemesas_escalada_Nacional
9-DISTRITO FEDERAL-11-5364-B,DISTRITO FEDERAL,9,11,5364,1,B,0,0,0.555555556,0.262857143,0.194285714,0.171428571,0.857142857,0,1,0,0,1,0,1,0,0.333333333,0.666666667,0,0,0,0.444444444,0.444444444,0.111111111,0.36,0.858974359,0.689655172,0.844827586,1,0.327272727,0.858974359,0.625,0.844827586,1
9-DISTRITO FEDERAL-11-5364-C1,DISTRITO FEDERAL,9,11,5364,1,C,0,0,0.777777778,0.262857143,0.194285714,0.171428571,0.857142857,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0,0,0.444444444,0.555555556,0,0.44,0.820512821,0.724137931,0.724137931,1,0.4,0.820512821,0.65625,0.724137931,1
9-DISTRITO FEDERAL-11-5365-B,DISTRITO FEDERAL,9,11,5365,1,B,0,0,0.111111111,0.174698795,0.204819277,0.198795181,0.857142857,1,0,0,0,1,0,1,0,0.444444444,0.555555556,0,0,0,0.222222222,0.666666667,0.111111111,0.36,0.846153846,0.637931034,0.827586207,1,0.327272727,0.846153846,0.578125,0.827586207,1
9-DISTRITO FEDERAL-11-5365-C1,DISTRITO FEDERAL,9,11,5365,1,C,0,0,0.555555556,0.174698795,0.204819277,0.198795181,0.857142857,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0,0,0.333333333,0.555555556,0.111111111,0.36,0.897435897,0.655172414,0.896551724,1,0.327272727,0.897435897,0.59375,0.896551724,1
9-DISTRITO FEDERAL-11-5366-B,DISTRITO FEDERAL,9,11,5366,1,B,0,0,0.222222222,0.181818182,0.171122995,0.171122995,0.857142857,0,0,1,0,1,0,1,0,0.777777778,0.222222222,0,0,0.111111111,0.111111111,0.555555556,0.222222222,0.36,0.833333333,0.672413793,0.810344828,1,0.327272727,0.833333333,0.609375,0.810344828,1
9-DISTRITO FEDERAL-11-5366-C1,DISTRITO FEDERAL,9,11,5366,1,C,0,1,0.333333333,0.181818182,0.171122995,0.171122995,0.857142857,0,0,1,0,1,0,1,0,0.222222222,0.777777778,0,0,0,0.111111111,0.888888889,0,0.4,0.884615385,0.74137931,0.844827586,1,0.363636364,0.884615385,0.671875,0.844827586,1
9-DISTRITO FEDERAL-11-5367-B,DISTRITO FEDERAL,9,11,5367,1,B,0,0,0.333333333,0.255813953,0.263565891,0.263565891,0.857142857,0,1,0,0,1,0,1,0,0.444444444,0.555555556,0,0,0,0.222222222,0.666666667,0.111111111,0.6,0.897435897,0.862068966,0.689655172,1,0.545454545,0.897435897,0.78125,0.689655172,1
9-DISTRITO FEDERAL-11-5367-C1,DISTRITO FEDERAL,9,11,5367,1,C,0,0,0.888888889,0.255813953,0.263565891,0.263565891,0.857142857,0,0,1,0,1,0,1,0,0.333333333,0.666666667,0,0.111111111,0,0.111111111,0.666666667,0.111111111,0.38,0.807692308,0.689655172,0.75862069,1,0.345454545,0.807692308,0.625,0.75862069,1
9-DISTRITO FEDERAL-11-5368-B,DISTRITO FEDERAL,9,11,5368,1,B,0,0,1,0.24375,0.2125,0.2125,0.857142857,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0,0,0.555555556,0.333333333,0.111111111,0.46,0.717948718,0.620689655,0.568965517,1,0.418181818,0.717948718,0.5625,0.568965517,1
9-DISTRITO FEDERAL-11-5368-C1,DISTRITO FEDERAL,9,11,5368,1,C,0,0,0.333333333,0.24375,0.2125,0.2125,0.857142857,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0,0.111111111,0.444444444,0.333333333,0.111111111,0.48,0.871794872,0.706896552,0.75862069,1,0.436363636,0.871794872,0.640625,0.75862069,1
9-DISTRITO FEDERAL-11-5369-B,DISTRITO FEDERAL,9,11,5369,1,B,0,0,0.444444444,0.193877551,0.170068027,0.159863946,0.714285714,0,0,1,0,1,0,1,0,0.888888889,0.111111111,0,0,0,0.333333333,0.666666667,0,0.44,0.858974359,0.724137931,0.775862069,1,0.4,0.858974359,0.65625,0.775862069,1
9-DISTRITO FEDERAL-11-5369-C1,DISTRITO FEDERAL,9,11,5369,1,C,0,0,1,0.193877551,0.170068027,0.159863946,0.714285714,0,0,1,0,1,0,1,0,0.888888889,0.111111111,0,0,0.111111111,0.333333333,0.555555556,0,0.36,0.756410256,0.655172414,0.706896552,1,0.327272727,0.756410256,0.59375,0.706896552,1
9-DISTRITO FEDERAL-11-5369-C2,DISTRITO FEDERAL,9,11,5369,2,C,0,0,0.222222222,0.193877551,0.170068027,0.159863946,0.714285714,0,1,0,0,1,0,1,0,0.444444444,0.555555556,0,0,0.111111111,0.333333333,0.555555556,0,0.4,0.730769231,0.637931034,0.637931034,1,0.363636364,0.730769231,0.578125,0.637931034,1
9-DISTRITO FEDERAL-11-5371-B,DISTRITO FEDERAL,9,11,5371,1,B,0,0,0.333333333,0.347560976,0.195121951,0.182926829,0.714285714,0,0,1,0,1,0,1,0,0.222222222,0.777777778,0,0,0,0.444444444,0.555555556,0,0.42,0.782051282,0.706896552,0.689655172,1,0.381818182,0.782051282,0.640625,0.689655172,1
9-DISTRITO FEDERAL-11-5371-C1,DISTRITO FEDERAL,9,11,5371,1,C,0,0,0.888888889,0.347560976,0.195121951,0.182926829,0.714285714,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0,0.222222222,0.222222222,0.555555556,0,0.42,0.820512821,0.793103448,0.74137931,1,0.381818182,0.820512821,0.71875,0.74137931,1
9-DISTRITO FEDERAL-11-5378-B,DISTRITO FEDERAL,9,11,5378,1,B,0,0,0.333333333,0.286821705,0.255813953,0.248062016,0.857142857,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0,0.222222222,0.555555556,0.111111111,0.36,0.705128205,0.706896552,0.637931034,1,0.327272727,0.705128205,0.640625,0.637931034,1
9-DISTRITO FEDERAL-11-5378-C1,DISTRITO FEDERAL,9,11,5378,1,C,0,0,0,0.286821705,0.255813953,0.248062016,0.857142857,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0.111111111,0,0.111111111,0.222222222,0.555555556,0,0.42,0.794871795,0.724137931,0.706896552,1,0.381818182,0.794871795,0.65625,0.706896552,1
9-DISTRITO FEDERAL-11-5379-B,DISTRITO FEDERAL,9,11,5379,1,B,0,0,0.222222222,0.240506329,0.215189873,0.196202532,0.857142857,0,1,0,0,1,0,1,0,0.444444444,0.555555556,0,0,0,0.222222222,0.666666667,0.111111111,0.46,0.679487179,0.689655172,0.517241379,1,0.418181818,0.679487179,0.625,0.517241379,1
9-DISTRITO FEDERAL-11-5379-C1,DISTRITO FEDERAL,9,11,5379,1,C,0,0,0.333333333,0.240506329,0.215189873,0.196202532,0.857142857,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0,0.111111111,0.333333333,0.333333333,0.222222222,0.48,0.730769231,0.689655172,0.568965517,1,0.436363636,0.730769231,0.625,0.568965517,1
9-DISTRITO FEDERAL-11-5380-B,DISTRITO FEDERAL,9,11,5380,1,B,0,0,0.888888889,0.210144928,0.239130435,0.231884058,0.857142857,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0,0,0.444444444,0.444444444,0.111111111,0.6,0.884615385,0.810344828,0.672413793,1,0.545454545,0.884615385,0.734375,0.672413793,1
9-DISTRITO FEDERAL-11-5380-C1,DISTRITO FEDERAL,9,11,5380,1,C,0,0,0.111111111,0.210144928,0.239130435,0.231884058,0.857142857,0,0,1,0,1,0,1,0,0.777777778,0.222222222,0,0,0,0.555555556,0.444444444,0,0.38,0.871794872,0.620689655,0.844827586,1,0.345454545,0.871794872,0.5625,0.844827586,1
9-DISTRITO FEDERAL-11-5381-B,DISTRITO FEDERAL,9,11,5381,1,B,0,1,0.666666667,0.336492891,0.161137441,0.161137441,0.714285714,0,0,1,0,1,0,1,0,0.333333333,0.666666667,0,0,0,0.444444444,0.555555556,0,0.4,0.833333333,0.568965517,0.775862069,1,0.363636364,0.833333333,0.515625,0.775862069,1
9-DISTRITO FEDERAL-11-5381-C1,DISTRITO FEDERAL,9,11,5381,1,C,0,0,0.111111111,0.336492891,0.161137441,0.161137441,0.714285714,0,1,0,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.111111111,0.333333333,0.444444444,0,0.42,0.782051282,0.689655172,0.689655172,1,0.381818182,0.782051282,0.625,0.689655172,1
9-DISTRITO FEDERAL-11-5388-B,DISTRITO FEDERAL,9,11,5388,1,B,0,0,1,0.313953488,0.209302326,0.205426357,0.714285714,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0,0.111111111,0.333333333,0.555555556,0,0.38,0.756410256,0.603448276,0.689655172,1,0.345454545,0.756410256,0.546875,0.689655172,1
9-DISTRITO FEDERAL-11-5388-C1,DISTRITO FEDERAL,9,11,5388,1,C,0,0,0.111111111,0.313953488,0.209302326,0.205426357,0.714285714,0,1,0,0,1,0,1,0,0.333333333,0.666666667,0,0,0.111111111,0.333333333,0.555555556,0,0.38,0.897435897,0.586206897,0.879310345,1,0.345454545,0.897435897,0.53125,0.879310345,1
9-DISTRITO FEDERAL-11-5388-C2,DISTRITO FEDERAL,9,11,5388,2,C,0,0,0.111111111,0.313953488,0.209302326,0.205426357,0.714285714,0,1,0,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.111111111,0.333333333,0.444444444,0,0.36,0.897435897,0.603448276,0.896551724,1,0.327272727,0.897435897,0.546875,0.896551724,1
9-DISTRITO FEDERAL-11-5389-B,DISTRITO FEDERAL,9,11,5389,1,B,0,0,0.888888889,0.052631579,0.271929825,0.271929825,0.714285714,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0,0.111111111,0.777777778,0.111111111,0,0.66,0.858974359,0.793103448,0.586206897,1,0.6,0.858974359,0.71875,0.586206897,1
9-DISTRITO FEDERAL-11-5389-C1,DISTRITO FEDERAL,9,11,5389,1,C,0,0,0.333333333,0.052631579,0.271929825,0.271929825,0.714285714,0,1,0,0,1,0,1,0,0.333333333,0.666666667,0,0,0,0.444444444,0.444444444,0.111111111,0.36,0.871794872,0.672413793,0.862068966,1,0.327272727,0.871794872,0.609375,0.862068966,1
9-DISTRITO FEDERAL-11-5390-B,DISTRITO FEDERAL,9,11,5390,1,B,0,0,0.444444444,0.14084507,0.246478873,0.225352113,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0,0,0.222222222,0.666666667,0.111111111,0.54,0.807692308,0.827586207,0.620689655,1,0.490909091,0.807692308,0.75,0.620689655,1
9-DISTRITO FEDERAL-11-5390-C1,DISTRITO FEDERAL,9,11,5390,1,C,0,0,0.222222222,0.14084507,0.246478873,0.225352113,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0,0,0.222222222,0.777777778,0,0.36,0.807692308,0.689655172,0.775862069,1,0.327272727,0.807692308,0.625,0.775862069,1
9-DISTRITO FEDERAL-11-5391-B,DISTRITO FEDERAL,9,11,5391,1,B,0,0,0.555555556,0.1,0.2,0.177777778,0.714285714,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0,0,0.222222222,0.777777778,0,0.44,0.871794872,0.810344828,0.793103448,1,0.4,0.871794872,0.734375,0.793103448,1
9-DISTRITO FEDERAL-11-5392-B,DISTRITO FEDERAL,9,11,5392,1,B,0,0,0.222222222,0.226666667,0.216666667,0.183333333,0.714285714,0,1,0,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.222222222,0.333333333,0.222222222,0.111111111,0.36,0.807692308,0.655172414,0.775862069,1,0.327272727,0.807692308,0.59375,0.775862069,1
9-DISTRITO FEDERAL-11-5392-C1,DISTRITO FEDERAL,9,11,5392,1,C,0,0,0.111111111,0.226666667,0.216666667,0.183333333,0.714285714,0,1,0,0,1,0,1,0,0.888888889,0.111111111,0,0.111111111,0.222222222,0.444444444,0.222222222,0,0.36,0.692307692,0.655172414,0.620689655,1,0.327272727,0.692307692,0.59375,0.620689655,1
9-DISTRITO FEDERAL-11-5392-C2,DISTRITO FEDERAL,9,11,5392,2,C,0,0,0.222222222,0.226666667,0.216666667,0.183333333,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.222222222,0.222222222,0.333333333,0.111111111,0.52,0.897435897,0.706896552,0.75862069,1,0.472727273,0.897435897,0.640625,0.75862069,1
9-DISTRITO FEDERAL-11-5393-B,DISTRITO FEDERAL,9,11,5393,1,B,0,0,1.222222222,0.239726027,0.253424658,0.253424658,0.714285714,0,1,0,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.111111111,0.555555556,0.222222222,0,0.38,0.871794872,0.620689655,0.844827586,1,0.345454545,0.871794872,0.5625,0.844827586,1
9-DISTRITO FEDERAL-11-5393-C1,DISTRITO FEDERAL,9,11,5393,1,C,0,0,0.444444444,0.239726027,0.253424658,0.253424658,0.714285714,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0,0.111111111,0.333333333,0.555555556,0,0.38,0.871794872,0.75862069,0.844827586,1,0.345454545,0.871794872,0.6875,0.844827586,1
9-DISTRITO FEDERAL-11-5394-B,DISTRITO FEDERAL,9,11,5394,1,B,0,0,0.666666667,0.282786885,0.229508197,0.225409836,0.714285714,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.111111111,0.333333333,0.444444444,0,0.38,0.782051282,0.706896552,0.724137931,1,0.345454545,0.782051282,0.640625,0.724137931,1
9-DISTRITO FEDERAL-11-5394-C1,DISTRITO FEDERAL,9,11,5394,1,C,0,0,1,0.282786885,0.229508197,0.225409836,0.714285714,0,0,1,0,1,0,1,0,0.333333333,0.666666667,0,0,0.333333333,0.555555556,0.111111111,0,0.42,0.846153846,0.810344828,0.775862069,1,0.381818182,0.846153846,0.734375,0.775862069,1
9-DISTRITO FEDERAL-11-5394-C2,DISTRITO FEDERAL,9,11,5394,2,C,0,0,0.888888889,0.282786885,0.229508197,0.225409836,0.714285714,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0,0.444444444,0.333333333,0.222222222,0,0.54,0.807692308,0.775862069,0.620689655,1,0.490909091,0.807692308,0.703125,0.620689655,1
9-DISTRITO FEDERAL-11-5397-B,DISTRITO FEDERAL,9,11,5397,1,B,0,0,0.222222222,0.189873418,0.329113924,0.303797468,0.714285714,1,0,0,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.111111111,0.222222222,0.444444444,0.111111111,0.54,0.833333333,0.775862069,0.655172414,1,0.490909091,0.833333333,0.703125,0.655172414,1
9-DISTRITO FEDERAL-11-5398-B,DISTRITO FEDERAL,9,11,5398,1,B,0,0,0.555555556,0.333333333,0.321428571,0.261904762,0.714285714,1,0,0,0,1,0,1,0,0.666666667,0.333333333,0,0,0.333333333,0.111111111,0.444444444,0.111111111,0.4,0.743589744,0.655172414,0.655172414,1,0.363636364,0.743589744,0.59375,0.655172414,1
9-DISTRITO FEDERAL-11-5399-B,DISTRITO FEDERAL,9,11,5399,1,B,0,1,0,0.291139241,0.215189873,0.215189873,0.714285714,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0,0,0.333333333,0.555555556,0.111111111,0.48,0.846153846,0.862068966,0.724137931,1,0.436363636,0.846153846,0.78125,0.724137931,1
9-DISTRITO FEDERAL-11-5403-B,DISTRITO FEDERAL,9,11,5403,1,B,0,0,0.888888889,0.338709677,0.231182796,0.231182796,0.857142857,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0,0.222222222,0.444444444,0.333333333,0,0.54,0.833333333,0.74137931,0.655172414,1,0.490909091,0.833333333,0.671875,0.655172414,1
9-DISTRITO FEDERAL-11-5403-C1,DISTRITO FEDERAL,9,11,5403,1,C,0,0,0.333333333,0.338709677,0.231182796,0.231182796,0.857142857,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0,0.111111111,0.555555556,0.333333333,0,0.38,0.666666667,0.637931034,0.568965517,1,0.345454545,0.666666667,0.578125,0.568965517,1
9-DISTRITO FEDERAL-11-5404-B,DISTRITO FEDERAL,9,11,5404,1,B,0,0,0.444444444,0.178571429,0.339285714,0.339285714,0.857142857,0,0,1,0,1,0,1,0,0.777777778,0.222222222,0,0,0.111111111,0.666666667,0.222222222,0,0.38,0.564102564,0.551724138,0.431034483,1,0.345454545,0.564102564,0.5,0.431034483,1
9-DISTRITO FEDERAL-11-5404-C1,DISTRITO FEDERAL,9,11,5404,1,C,0,0,0.666666667,0.178571429,0.339285714,0.339285714,0.857142857,0,0,1,0,1,0,1,0,1,0,0,0,0.111111111,0.555555556,0.333333333,0,0.38,0.884615385,0.620689655,0.862068966,1,0.345454545,0.884615385,0.5625,0.862068966,1
9-DISTRITO FEDERAL-11-5405-B,DISTRITO FEDERAL,9,11,5405,1,B,0,0,0.444444444,0.228346457,0.291338583,0.291338583,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.222222222,0.222222222,0.444444444,0,0.38,0.705128205,0.586206897,0.620689655,1,0.345454545,0.705128205,0.53125,0.620689655,1
9-DISTRITO FEDERAL-11-5405-C1,DISTRITO FEDERAL,9,11,5405,1,C,0,0,1,0.228346457,0.291338583,0.291338583,0.714285714,0,0,1,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.444444444,0.111111111,0.333333333,0,0.48,0.807692308,0.896551724,0.672413793,1,0.436363636,0.807692308,0.8125,0.672413793,1
9-DISTRITO FEDERAL-11-5406-B,DISTRITO FEDERAL,9,11,5406,1,B,0,1,0.222222222,0.28313253,0.222891566,0.222891566,0.571428571,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.333333333,0.333333333,0.222222222,0.111111111,0,0.44,0.641025641,0.620689655,0.482758621,1,0.4,0.641025641,0.5625,0.482758621,1
9-DISTRITO FEDERAL-11-5406-C1,DISTRITO FEDERAL,9,11,5406,1,C,0,0,0.444444444,0.28313253,0.222891566,0.222891566,0.571428571,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0.222222222,0.111111111,0.333333333,0.333333333,0,0.42,0.794871795,0.568965517,0.706896552,1,0.381818182,0.794871795,0.515625,0.706896552,1
9-DISTRITO FEDERAL-11-5407-B,DISTRITO FEDERAL,9,11,5407,1,B,0,1,0.777777778,0.174603175,0.206349206,0.206349206,0.714285714,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.222222222,0.111111111,0.555555556,0.111111111,0,0.42,0.858974359,0.672413793,0.793103448,1,0.381818182,0.858974359,0.609375,0.793103448,1
9-DISTRITO FEDERAL-11-5407-C1,DISTRITO FEDERAL,9,11,5407,1,C,0,0,0.111111111,0.174603175,0.206349206,0.206349206,0.714285714,0,1,0,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.444444444,0.333333333,0.111111111,0,0.5,0.782051282,0.793103448,0.620689655,1,0.454545455,0.782051282,0.71875,0.620689655,1
9-DISTRITO FEDERAL-11-5419-B,DISTRITO FEDERAL,9,11,5419,1,B,0,1,0,0.127071823,0.209944751,0.209944751,0.571428571,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.222222222,0.333333333,0.333333333,0.111111111,0,0.38,0.615384615,0.586206897,0.5,1,0.345454545,0.615384615,0.53125,0.5,1
9-DISTRITO FEDERAL-11-5419-C1,DISTRITO FEDERAL,9,11,5419,1,C,0,0,0.555555556,0.127071823,0.209944751,0.209944751,0.571428571,0,1,0,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.333333333,0.222222222,0.333333333,0,0.4,0.858974359,0.603448276,0.810344828,1,0.363636364,0.858974359,0.546875,0.810344828,1
9-DISTRITO FEDERAL-11-5420-B,DISTRITO FEDERAL,9,11,5420,1,B,0,1,0.111111111,0.228571429,0.234285714,0.234285714,0.571428571,0,0,1,0,1,0,1,0,0.333333333,0.666666667,0,0,0.222222222,0.555555556,0.222222222,0,0.38,0.653846154,0.517241379,0.551724138,1,0.345454545,0.653846154,0.46875,0.551724138,1
9-DISTRITO FEDERAL-11-5420-C1,DISTRITO FEDERAL,9,11,5420,1,C,0,1,0.222222222,0.228571429,0.234285714,0.234285714,0.571428571,0,0,1,0,1,0,1,0,0.555555556,0.444444444,0,0.111111111,0.111111111,0.555555556,0.111111111,0.111111111,0.42,0.717948718,0.586206897,0.603448276,1,0.381818182,0.717948718,0.53125,0.603448276,1
9-DISTRITO FEDERAL-11-5423-B,DISTRITO FEDERAL,9,11,5423,1,B,0,0,0.666666667,0.289473684,0.243421053,0.243421053,0.571428571,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0.222222222,0.222222222,0.333333333,0.222222222,0,0.62,0.807692308,0.724137931,0.551724138,1,0.563636364,0.807692308,0.65625,0.551724138,1
9-DISTRITO FEDERAL-11-5423-C1,DISTRITO FEDERAL,9,11,5423,1,C,0,0,0.555555556,0.289473684,0.243421053,0.243421053,0.571428571,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0.222222222,0.333333333,0.333333333,0.111111111,0,0.44,0.769230769,0.74137931,0.655172414,1,0.4,0.769230769,0.671875,0.655172414,1
9-DISTRITO FEDERAL-11-5424-B,DISTRITO FEDERAL,9,11,5424,1,B,0,0,0.666666667,0.216216216,0.25,0.25,0.857142857,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0.333333333,0,0.555555556,0.111111111,0,0.6,0.769230769,0.775862069,0.517241379,1,0.545454545,0.769230769,0.703125,0.517241379,1
9-DISTRITO FEDERAL-11-5424-C1,DISTRITO FEDERAL,9,11,5424,1,C,0,0,0.777777778,0.216216216,0.25,0.25,0.857142857,0,1,0,0,1,0,1,0,1,0,0,0.222222222,0.555555556,0.111111111,0.111111111,0,0.38,0.833333333,0.655172414,0.793103448,1,0.345454545,0.833333333,0.59375,0.793103448,1
9-DISTRITO FEDERAL-11-5425-B,DISTRITO FEDERAL,9,11,5425,1,B,0,1,0.333333333,0.207920792,0.188118812,0.188118812,0.571428571,0,1,0,0,1,0,1,0,0.777777778,0.222222222,0,0,0.222222222,0.666666667,0.111111111,0,0.42,0.564102564,0.517241379,0.396551724,1,0.381818182,0.564102564,0.46875,0.396551724,1
9-DISTRITO FEDERAL-11-5425-C1,DISTRITO FEDERAL,9,11,5425,1,C,0,1,0.333333333,0.207920792,0.188118812,0.188118812,0.571428571,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.333333333,0.444444444,0.111111111,0,0.38,0.756410256,0.637931034,0.689655172,1,0.345454545,0.756410256,0.578125,0.689655172,1
9-DISTRITO FEDERAL-11-5426-B,DISTRITO FEDERAL,9,11,5426,1,B,0,1,0.222222222,0.220930233,0.244186047,0.244186047,0.714285714,0,1,0,0,1,0,1,0,0.666666667,0.333333333,0,0,0.333333333,0.222222222,0.444444444,0,0.38,0.807692308,0.706896552,0.75862069,1,0.345454545,0.807692308,0.640625,0.75862069,1
9-DISTRITO FEDERAL-11-5427-S,DISTRITO FEDERAL,9,11,5427,1,S,0,0,0.555555556,0.219858156,0.255319149,0.255319149,0.571428571,0,0,1,0,1,0,1,0,0.666666667,0.333333333,0,0,0.333333333,0.333333333,0.222222222,0.111111111,0.44,0.871794872,0.775862069,0.793103448,1,0.4,0.871794872,0.703125,0.793103448,1
9-DISTRITO FEDERAL-11-5428-B,DISTRITO FEDERAL,9,11,5428,1,B,0,1,0.555555556,0.26,0.295,0.295,0.714285714,0,1,0,0,1,0,1,0,0.222222222,0.777777778,0,0,0.222222222,0.444444444,0.222222222,0.111111111,0.38,0.564102564,0.551724138,0.431034483,1,0.345454545,0.564102564,0.5,0.431034483,1
9-DISTRITO FEDERAL-11-5428-C1,DISTRITO FEDERAL,9,11,5428,1,C,0,1,0.222222222,0.26,0.295,0.295,0.714285714,1,0,0,0,1,0,1,0,0.777777778,0.222222222,0,0.111111111,0.222222222,0.333333333,0.333333333,0,0.38,0.705128205,0.724137931,0.620689655,1,0.345454545,0.705128205,0.65625,0.620689655,1
9-DISTRITO FEDERAL-11-5428-C2,DISTRITO FEDERAL,9,11,5428,2,C,0,1,1,0.26,0.295,0.295,0.714285714,0,1,0,0,1,0,1,0,0.333333333,0.666666667,0,0,0.222222222,0.666666667,0.111111111,0,0.36,0.794871795,0.74137931,0.75862069,1,0.327272727,0.794871795,0.671875,0.75862069,1
9-DISTRITO FEDERAL-11-5429-B,DISTRITO FEDERAL,9,11,5429,1,B,0,0,0.111111111,0.262886598,0.319587629,0.319587629,0.714285714,1,0,0,0,1,0,1,0,0.444444444,0.555555556,0,0,0.333333333,0.333333333,0.333333333,0,0.36,0.782051282,0.655172414,0.74137931,1,0.327272727,0.782051282,0.59375,0.74137931,1
9-DISTRITO FEDERAL-11-5429-C1,DISTRITO FEDERAL,9,11,5429,1,C,0,0,0.111111111,0.262886598,0.319587629,0.319587629,0.714285714,1,0,0,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.222222222,0.222222222,0.333333333,0.111111111,0.36,0.833333333,0.655172414,0.810344828,1,0.327272727,0.833333333,0.59375,0.810344828,1
9-DISTRITO FEDERAL-11-5429-C2,DISTRITO FEDERAL,9,11,5429,2,C,0,0,0.333333333,0.262886598,0.319587629,0.319587629,0.714285714,1,0,0,0,1,0,1,0,0.222222222,0.777777778,0,0.111111111,0.333333333,0.111111111,0.444444444,0,0.38,0.871794872,0.620689655,0.844827586,1,0.345454545,0.871794872,0.5625,0.844827586,1
9-DISTRITO FEDERAL-11-5430-B,DISTRITO FEDERAL,9,11,5430,1,B,0,0,0.111111111,0.417582418,0.318681319,0.318681319,0.714285714,1,0,0,0,1,0,1,0,0.555555556,0.444444444,0,0,0.222222222,0.222222222,0.555555556,0,0.38,0.679487179,0.637931034,0.586206897,1,0.345454545,0.679487179,0.578125,0.586206897,1
9-DISTRITO FEDERAL-11-5431-B,DISTRITO FEDERAL,9,11,5431,1,B,0,0,0.222222222,0.341880342,0.264957265,0.264957265,0.714285714,1,0,0,0,1,0,1,0,0.444444444,0.555555556,0,0.111111111,0.111111111,0.333333333,0.333333333,0.111111111,0.4,0.820512821,0.655172414,0.75862069,1,0.363636364,0.820512821,0.59375,0.75862069,1
9-DISTRITO FEDERAL-11-5431-C1,DISTRITO FEDERAL,9,11,5431,1,C,0,1,0,0.341880342,0.264957265,0.264957265,0.714285714,1,0,0,0,1,0,1,0,0.666666667,0.333333333,0,0.111111111,0.222222222,0.333333333,0.333333333,0,0.48,0.807692308,0.689655172,0.672413793,1,0.436363636,0.807692308,0.625,0.672413793,1
9-DISTRITO FEDERAL-11-5431-C2,DISTRITO FEDERAL,9,11,5431,2,C,0,0,0.777777778,0.341880342,0.264957265,0.264957265,0.714285714,1,0,0,0,1,0,1,0,0.888888889,0.111111111,0,0,0.222222222,0.222222222,0.555555556,0,0.44,0.794871795,0.603448276,0.689655172,1,0.4,0.794871795,0.546875,0.689655172,1
